rater	vehicleID	vehicleStatus	driverSex	driverAge	traffic	cutoff	intersection	date	time	note	interID	interType	city	zip	county
mr	mr07	4	f	1	2	yes	Muir College Dr. & Scholars Dr. N	10/8/13	15:28:00		i26	3-way	San Diego	92093	SD
mr	mr08	3	m	1	2	no	Muir College Dr. & Scholars Dr. N	10/8/13	15:31:00		i26	3-way	San Diego	92093	SD
mr	mr09	3	m	1	1	no	Muir College Dr. & Scholars Dr. N	10/8/13	15:33:00		i26	3-way	San Diego	92093	SD
mr	mr10	2	m	2	1	no	Division St. & Osborn St.	10/10/13	13:06:00		i15	4-way	San Diego	92113	SD
mr	mr11	4	f	2	4	yes	Division St. & Osborn St.	10/10/13	13:11:00		i15	4-way	San Diego	92113	SD
mr	mr12	3	m	2	3	no	Division St. & Osborn St.	10/10/13	13:14:00		i15	4-way	San Diego	92113	SD
mr	mr13	3	m	1	4	yes	Division St. & Osborn St.	10/10/13	13:16:00		i15	4-way	San Diego	92113	SD
mr	mr14	5	m	1	4	no	Division St. & Osborn St.	10/10/13	13:24:00		i15	4-way	San Diego	92113	SD
mr	mr15	4	f	1	2	no	Division St. & Osborn St.	10/10/13	13:28:00		i15	4-way	San Diego	92113	SD
mr	mr16	2	m	3	4	no	Division St. & Osborn St.	10/10/13	13:44:00		i15	4-way	San Diego	92113	SD
mr	mr17	1	m	1	2	no	Division St. & Osborn St.	10/10/13	13:47:00		i15	4-way	San Diego	92113	SD
mr	mr18	1	f	2	3	no	Division St. & Osborn St.	10/10/13	13:54:00		i15	4-way	San Diego	92113	SD
mr	mr19	5	m	2	4	yes	Division St. & Osborn St.	10/10/13	14:00:00		i15	4-way	San Diego	92113	SD
mr	mr20	2	m	2	4	no	Division St. & Osborn St.	10/10/13	14:02:00		i15	4-way	San Diego	92113	SD
ms	MS01	4	M	1	2	No	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS02	1	M	1	2	No	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS03	1	M	1	3	No	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS04	1	F	1	3	No	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS05	3	F	2	3	No	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS06	2	M	1	3	Yes	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS07	3	F	1	3	No	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS08	4	F	1	3	No	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS09	5	M	2	3	No	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS10	3	M	1	3	Yes	Hopkins & Voigt Dr	10/10/13	17:30:00		i20	4-way	San Diego	92093	SD
ms	MS11	5	M	1	3	Yes	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00		i28	4-way	San Diego	92093	SD
ms	MS12	2	M	1	4	No	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00		i28	4-way	San Diego	92093	SD
ms	MS13	1	other	other	4	No	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00	I didn't get a good look at the driver	i28	4-way	San Diego	92093	SD
ms	MS14	4	F	2	3	Yes	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00		i28	4-way	San Diego	92093	SD
ms	MS15	5	other	other	3	Yes	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00	"Short Stop, the cut off happened so quick that I didn't get a good look at the driver"	i28	4-way	San Diego	92093	SD
ms	MS16	2	F	2	3	No	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00		i28	4-way	San Diego	92093	SD
ms	MS17	3	F	2	3	No	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00		i28	4-way	San Diego	92093	SD
ms	MS18	4	M	1	4	Yes	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00		i28	4-way	San Diego	92093	SD
ms	MS19	1	F	1	3	No	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00		i28	4-way	San Diego	92093	SD
ms	MS20	5	M	1	3	No	Northpoint Ln & Northpoint Dr	10/11/13	18:40:00		i28	4-way	San Diego	92093	SD
my	MY01	3	m	2	2	no	Matthews Ln & Voigt Dr	10/9/13	14:15:00		i24	3-way	San Diego	92104	SD
my	MY02	4	m	1	1	no	Matthews Ln & Voigt Dr	10/9/13	14:17:00		i24	3-way	San Diego	92093	SD
my	MY03	2	f	1	1	no	Matthews Ln & Voigt Dr	10/9/13	14:22:00		i24	3-way	San Diego	92093	SD
my	MY04	3	m	1	1	no	Matthews Ln & Voigt Dr	10/9/13	14:23:00		i24	3-way	San Diego	92093	SD
my	MY05	3	f	2	1	no	Matthews Ln & Voigt Dr	10/9/13	14:23:00		i24	3-way	San Diego	92093	SD
my	MY06	4	f	1	2	no	Matthews Ln & Voigt Dr	10/9/13	14:30:00		i24	3-way	San Diego	92093	SD
my	MY07	2	m	1	1	no	Matthews Ln & Voigt Dr	10/9/13	14:32:00		i24	3-way	San Diego	92093	SD
my	MY08	3	m	1	2	yes	Matthews Ln & Voigt Dr	10/9/13	14:36:00		i24	3-way	San Diego	92093	SD
my	MY09	3	m	2	2	no	Matthews Ln & Voigt Dr	10/9/13	14:36:00		i24	3-way	San Diego	92093	SD
my	MY10	1	m	1	2	no	Matthews Ln & Voigt Dr	10/9/13	14:37:00		i24	3-way	San Diego	92093	SD
my	MY11	2	m	1	3	no	Voight Dr & Gilman Dr	10/9/13	14:50:00		i19	4-way	San Diego	92093	SD
my	MY12	3	f	2	3	no	Voight Dr & Gilman Dr	10/9/13	14:55:00		i19	4-way	San Diego	92093	SD
my	MY13	2	m	1	2	yes	Voight Dr & Gilman Dr	10/9/13	14:57:00		i19	4-way	San Diego	92093	SD
my	MY14	3	m	1	1	no	Voight Dr & Gilman Dr	10/9/13	15:01:00		i19	4-way	San Diego	92093	SD
my	MY15	3	m	2	3	yes	Voight Dr & Gilman Dr	10/9/13	15:07:00		i19	4-way	San Diego	92093	SD
my	MY16	2	m	2	2	no	Voight Dr & Gilman Dr	10/9/13	15:08:00		i19	4-way	San Diego	92093	SD
my	MY17	3	m	1	2	no	Voight Dr & Gilman Dr	10/9/13	15:10:00		i19	4-way	San Diego	92093	SD
my	MY18	4	m	2	2	no	Voight Dr & Gilman Dr	10/9/13	15:13:00		i19	4-way	San Diego	92093	SD
my	MY19	1	m	3	1	no	Voight Dr & Gilman Dr	10/9/13	15:13:00		i19	4-way	San Diego	92093	SD
my	MY20	4	f	1	4	yes	Voight Dr & Gilman Dr	10/9/13	15:17:00		i19	4-way	San Diego	92093	SD
nl	NL01	3	F	1	3	no	Scholars Dr. North & Muir College Dr.	10/9/13	9:13:00		i26	3-way	San Diego	92093	SD
nl	NL02	3	M	1	2	no	Scholars Dr. North & Muir College Dr.	10/9/13	9:17:00		i26	3-way	San Diego	92093	SD
nl	NL03	4	M	1	2	yes	Scholars Dr. North & Muir College Dr.	10/9/13	9:22:00		i26	3-way	San Diego	92093	SD
nl	NL04	5	F	2	1	no	Scholars Dr. North & Muir College Dr.	10/9/13	9:35:00		i26	3-way	San Diego	92093	SD
nl	NL05	2	F	1	1	no	Scholars Dr. North & Muir College Dr.	10/9/13	9:48:00		i26	3-way	San Diego	92093	SD
nl	NL06	3	F	1	3	no	Scholars Dr. North & Muir College Dr.	10/9/13	9:53:00		i26	3-way	San Diego	92093	SD
nl	NL07	1	F	2	2	other	Scholars Dr. North & Muir College Dr.	10/9/13	10:07:00	intercepted by biker	i26	3-way	San Diego	92093	SD
nl	NL08	5	F	3	1	yes	Scholars Dr. North & Muir College Dr.	10/9/13	10:13:00		i26	3-way	San Diego	92093	SD
nl	NL09	4	M	1	2	no	Scholars Dr. North & Muir College Dr.	10/9/13	10:25:00		i26	3-way	San Diego	92093	SD
nl	NL10	2	M	1	1	yes	Scholars Dr. North & Muir College Dr.	10/9/13	10:36:00		i26	3-way	San Diego	92093	SD
nl	NL11	2	M	2	3	no	Orange Ave. & Winona Ave.	10/11/13	14:36:00		i29	4-way	San Diego	92115	SD
nl	NL12	1	F	1	3	no	Orange Ave. & Winona Ave.	10/11/13	14:42:00		i29	4-way	San Diego	92115	SD
nl	NL13	3	M	2	2	yes	Orange Ave. & Winona Ave.	10/11/13	14:49:00		i29	4-way	San Diego	92115	SD
nl	NL14	4	F	3	2	no	Orange Ave. & Winona Ave.	10/11/13	14:56:00		i29	4-way	San Diego	92115	SD
nl	NL15	1	M	2	5	no	Orange Ave. & Winona Ave.	10/11/13	15:01:00		i29	4-way	San Diego	92115	SD
nl	NL16	4	M	2	4	no	Orange Ave. & Winona Ave.	10/11/13	15:07:00		i29	4-way	San Diego	92115	SD
nl	NL17	3	F	1	3	yes	Orange Ave. & Winona Ave.	10/11/13	15:12:00		i29	4-way	San Diego	92115	SD
nl	NL18	2	F	2	4	other	Orange Ave. & Winona Ave.	10/11/13	15:16:00	distracted by pedistrians	i29	4-way	San Diego	92115	SD
nl	NL19	5	F	3	3	yes	Orange Ave. & Winona Ave.	10/11/13	15:23:00		i29	4-way	San Diego	92115	SD
nl	NL20	2	M	1	2	no	Orange Ave. & Winona Ave.	10/11/13	15:29:00		i29	4-way	San Diego	92115	SD
nm	NM1	4	M	1	2	yes	Muir College Dr & Muir Lane	10/11/13	11:59:00		i25	3-way	San Diego	92093	SD
nm	NM10	3	M	1	2	no	Muir College Dr & Muir Lane	10/11/13	12:16:00		i25	3-way	San Diego	92093	SD
nm	NM11	3	M	1	3	no	Scholars Dr North & North Point Dr	10/11/13	13:00:00		i37	3-way	San Diego	92093	SD
nm	NM12	3	M	1	4	no	Scholars Dr North & North Point Dr	10/11/13	13:03:00		i37	3-way	San Diego	92093	SD
nm	NM13	3	F	1	2	yes	Scholars Dr North & North Point Dr	10/11/13	13:05:00		i37	3-way	San Diego	92093	SD
nm	NM14	3	F	1	3	yes	Scholars Dr North & North Point Dr	10/11/13	13:06:00		i37	3-way	San Diego	92093	SD
nm	NM15	3	M	1	3	yes	Scholars Dr North & North Point Dr	10/11/13	13:08:00		i37	3-way	San Diego	92093	SD
nm	NM16	3	M	1	2	no	Scholars Dr North & North Point Dr	10/11/13	13:10:00		i37	3-way	San Diego	92093	SD
nm	NM17	4	F	1	2	no	Scholars Dr North & North Point Dr	10/11/13	13:13:00		i37	3-way	San Diego	92093	SD
nm	NM18	3	M	1	2	no	Scholars Dr North & North Point Dr	10/11/13	13:20:00		i37	3-way	San Diego	92093	SD
nm	NM19	5	F	1	3	no	Scholars Dr North & North Point Dr	10/11/13	13:34:00		i37	3-way	San Diego	92093	SD
nm	NM2	3	M	1	3	no	Muir College Dr & Muir Lane	10/11/13	12:00:00		i25	3-way	San Diego	92093	SD
nm	NM20	5	M	1	2	no	Scholars Dr North & North Point Dr	10/11/13	13:40:00		i37	3-way	San Diego	92093	SD
nm	NM3	3	M	1	3	no	Muir College Dr & Muir Lane	10/11/13	12:01:00		i25	3-way	San Diego	92093	SD
nm	NM4	4	M	1	2	no	Muir College Dr & Muir Lane	10/11/13	12:02:00		i25	3-way	San Diego	92093	SD
nm	NM5	2	F	2	2	no	Muir College Dr & Muir Lane	10/11/13	12:05:00		i25	3-way	San Diego	92093	SD
nm	NM6	4	M	2	3	no	Muir College Dr & Muir Lane	10/11/13	12:07:00		i25	3-way	San Diego	92093	SD
nm	NM7	2	F	2	3	no	Muir College Dr & Muir Lane	10/11/13	12:10:00		i25	3-way	San Diego	92093	SD
nm	NM8	3	F	1	3	no	Muir College Dr & Muir Lane	10/11/13	12:11:00		i25	3-way	San Diego	92093	SD
nm	NM9	3	M	2	3	no	Muir College Dr & Muir Lane	10/11/13	12:15:00		i25	3-way	San Diego	92093	SD
onm	onm 01	4	m	1	2	n	Voigt Dr. & Engineer Lane	10/13/13	17:30:00		i46	4-way	San Diego	92093	SD
onm	onm 02	3	f	1	2	n	Voigt Dr. & Engineer Lane	10/13/13	17:33:00		i46	4-way	San Diego	92093	SD
onm	onm 03	2	f	1	2	n	Voigt Dr. & Engineer Lane	10/13/13	17:36:00		i46	4-way	San Diego	92093	SD
onm	onm 04	2	m	1	3	y	Voigt Dr. & Engineer Lane	10/13/13	17:39:00		i46	4-way	San Diego	92093	SD
onm	onm 05	5	m	1	2	other	Voigt Dr. & Engineer Lane	10/13/13	17:42:00	Pedestrians Crossing	i46	4-way	San Diego	92093	SD
onm	onm 06	4	m	2	2	n	Voigt Dr. & Engineer Lane	10/13/13	17:45:00		i46	4-way	San Diego	92093	SD
onm	onm 07	5	m	1	2	other	Voigt Dr. & Engineer Lane	10/13/13	17:51:00	Pedestrians Crossing	i46	4-way	San Diego	92093	SD
onm	onm 08	5	f	1	3	n	Voigt Dr. & Engineer Lane	10/13/13	17:55:00		i46	4-way	San Diego	92093	SD
onm	onm 09	1	m	2	2	n	Voigt Dr. & Engineer Lane	10/13/13	17:57:00		i46	4-way	San Diego	92093	SD
onm	onm 10	1	m	1	2	n	Scholars Dr  N & Pangea Dr	10/13/13	18:08:00		i32	4-way	San Diego	92093	SD
onm	onm 11	4	f	2	2	n	Scholars Dr  N & Pangea Dr	10/13/13	18:11:00		i32	4-way	San Diego	92093	SD
onm	onm 12	5	m	1	1	n	Scholars Dr  N & Pangea Dr	10/13/13	18:16:00		i32	4-way	San Diego	92093	SD
onm	onm 13	3	f	2	1	n	Scholars Dr  N & Pangea Dr	10/13/13	18:19:00		i32	4-way	San Diego	92093	SD
onm	onm 14	1	m	1	2	n	Scholars Dr  N & Pangea Dr	10/13/13	18:21:00		i32	4-way	San Diego	92093	SD
onm	onm 15	2	m	1	1	n	Scholars Dr  N & Pangea Dr	10/13/13	18:25:00		i32	4-way	San Diego	92093	SD
onm	onm 16	2	f	2	4	n	Scholars Dr  N & Pangea Dr	10/13/13	18:28:00		i32	4-way	San Diego	92093	SD
onm	onm 17	2	m	1	3	y	Scholars Dr  N & Pangea Dr	10/13/13	18:32:00		i32	4-way	San Diego	92093	SD
onm	onm 18	3	f	1	3	n	Scholars Dr  N & Pangea Dr	10/13/13	18:35:00		i32	4-way	San Diego	92093	SD
onm	onm 19	3	m	2	4	n	Scholars Dr  N & Pangea Dr	10/13/13	18:38:00		i32	4-way	San Diego	92093	SD
onm	onm 20	4	f	2	2	n	Scholars Dr  N & Pangea Dr	10/13/13	18:42:00		i32	4-way	San Diego	92093	SD
rr	RR01	5	m	1	4	yes	Voigt Dr. & Gilman Dr.	10/11/13	17:05:00		i19	4-way	San Diego	92093	SD
rr	RR02	2	m	1	5	no	Voigt Dr. & Gilman Dr.	10/11/13	17:08:00		i19	4-way	San Diego	92093	SD
rr	RR03	3	f	2	4	no	Voigt Dr. & Gilman Dr.	10/11/13	17:11:00		i19	4-way	San Diego	92093	SD
rr	RR04	3	m	2	4	no	Voigt Dr. & Gilman Dr.	10/11/13	17:14:00		i19	4-way	San Diego	92093	SD
rr	RR05	4	f	1	4	no	Voigt Dr. & Gilman Dr.	10/11/13	17:17:00		i19	4-way	San Diego	92093	SD
rr	RR06	2	m	3	3	no	Voigt Dr. & Gilman Dr.	10/11/13	17:20:00		i19	4-way	San Diego	92093	SD
rr	RR07	2	f	2	4	yes	Voigt Dr. & Gilman Dr.	10/11/13	17:23:00		i19	4-way	San Diego	92093	SD
rr	RR08	1	m	1	4	no	Voigt Dr. & Gilman Dr.	10/11/13	17:26:00		i19	4-way	San Diego	92093	SD
rr	RR09	4	f	1	5	yes	Voigt Dr. & Gilman Dr.	10/11/13	17:29:00		i19	4-way	San Diego	92093	SD
rr	RR10	5	m	1	5	no	Voigt Dr. & Gilman Dr.	10/11/13	17:32:00		i19	4-way	San Diego	92093	SD
rr	RR11	4	m	2	1	no	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:14:00		i34	3-way	San Diego	92122	SD
rr	RR12	2	f	2	1	no	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:20:00		i34	3-way	San Diego	92122	SD
rr	RR13	3	m	1	1	no	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:23:00		i34	3-way	San Diego	92122	SD
rr	RR14	3	m	3	2	no	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:30:00		i34	3-way	San Diego	92122	SD
rr	RR15	3	m	1	1	no	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:35:00		i34	3-way	San Diego	92122	SD
rr	RR16	2	m	3	1	no	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:38:00		i34	3-way	San Diego	92122	SD
rr	RR17	5	f	2	1	yes	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:43:00		i34	3-way	San Diego	92122	SD
rr	RR18	4	m	1	2	no	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:46:00		i34	3-way	San Diego	92122	SD
rr	RR19	2	m	1	1	no	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:51:00		i34	3-way	San Diego	92122	SD
rr	RR20	4	f	2	1	no	Radcliffe Ln. & Radcliffe Dr.	10/12/13	12:55:00		i34	3-way	San Diego	92122	SD
sa	SA01	3	f	2	2	no	Arriba & Camino Tranquilo	10/8/13	17:44:00		i05	4-way	San Diego	92122	SD
sa	SA02	1	m	2	2	no	Arriba & Camino Tranquilo	10/8/13	17:47:00		i05	4-way	San Diego	92122	SD
sa	SA03	2	m	2	3	no	Arriba & Camino Tranquilo	10/8/13	17:49:00		i05	4-way	San Diego	92122	SD
sa	SA04	2	m	1	3	yes	Arriba & Camino Tranquilo	10/8/13	17:52:00		i05	4-way	San Diego	92122	SD
sa	SA05	4	f	1	4	no	Arriba & Camino Tranquilo	10/9/13	16:30:00		i05	4-way	San Diego	92122	SD
sa	SA06	4	f	2	2	no	Arriba & Camino Tranquilo	10/9/13	16:33:00		i05	4-way	San Diego	92122	SD
sa	SA07	3	f	1	2	no	Arriba & Camino Tranquilo	10/9/13	16:37:00		i05	4-way	San Diego	92122	SD
sa	SA08	3	m	3	2	yes	Arriba & Camino Tranquilo	10/9/13	16:39:00		i05	4-way	San Diego	92122	SD
sa	SA09	5	f	2	4	no	Arriba & Camino Tranquilo	10/9/13	16:40:00		i05	4-way	San Diego	92122	SD
sa	SA10	1	m	2	3	no	Arriba & Camino Tranquilo	10/10/13	17:55:00		i05	4-way	San Diego	92122	SD
sa	SA11	3	m	1	3	no	Voight & Health Sciences Drive	10/10/13	17:57:00		i45	4-way	San Diego	92093	SD
sa	SA12	4	m	3	5	no	Voight & Health Sciences Drive	10/10/13	17:58:00		i45	4-way	San Diego	92093	SD
sa	SA13	3	f	3	4	no	Voight & Health Sciences Drive	10/10/13	18:00:00		i45	4-way	San Diego	92093	SD
sa	SA14	5	f	3	4	yes	Voight & Health Sciences Drive	10/10/13	18:03:00		i45	4-way	San Diego	92093	SD
sa	SA15	4	m	2	3	yes	Voight & Health Sciences Drive	10/10/13	18:14:00		i45	4-way	San Diego	92093	SD
sa	SA16	3	m	2	2	no	Voight & Health Sciences Drive	10/10/13	18:17:00		i45	4-way	San Diego	92093	SD
sa	SA17	5	f	2	3	yes	Voight & Health Sciences Drive	10/10/13	18:19:00		i45	4-way	San Diego	92093	SD
sa	SA18	4	f	3	3	no	Voight & Health Sciences Drive	10/10/13	18:23:00		i45	4-way	San Diego	92093	SD
sa	SA19	4	m	2	4	no	Voight & Health Sciences Drive	10/10/13	18:25:00		i45	4-way	San Diego	92093	SD
sa	SA20	2	m	2	4	yes	Voight & Health Sciences Drive	10/10/13	18:26:00		i45	4-way	San Diego	92093	SD
sh	sh01	4	m	1	1	no	N Colombus & W California	10/5/13	12:50:00		i13	4-way	Glendale	91203	LA
sh	sh02	4	m	2	2	no	N Colombus & W California	10/5/13	13:00:00		i13	4-way	Glendale	91203	LA
sh	sh03	3	f	2	2	no	N Colombus & W California	10/5/13	13:30:00		i13	4-way	Glendale	91203	LA
sh	sh04	3	m	2	2	no	N Colombus & W California	10/5/13	13:32:00		i13	4-way	Glendale	91203	LA
sh	sh05	3	m	3	2	no	N Colombus & W California	10/5/13	13:35:00		i13	4-way	Glendale	91203	LA
sh	sh06	2	f	3	3	no	N Colombus & W California	10/5/13	13:37:00		i13	4-way	Glendale	91203	LA
sh	sh07	4	f	2	3	no	N Colombus & W California	10/5/13	13:37:00		i13	4-way	Glendale	91203	LA
sh	sh08	1	f	3	3	no	N Colombus & W California	10/5/13	13:38:00		i13	4-way	Glendale	91203	LA
sh	sh09	3	m	2	2	no	N Colombus & W California	10/5/13	13:45:00		i13	4-way	Glendale	91203	LA
sh	sh10	3	f	2	3	yes	N Colombus & W California	10/5/13	13:48:00		i13	4-way	Glendale	91203	LA
sh	sh11	4	f	2	4	no	E California & N Chevy Chase	10/5/13	14:22:00		i08	4-way	Glendale	91206	LA
sh	sh12	3	m	2	4	yes	E California & N Chevy Chase	10/5/13	14:23:00		i08	4-way	Glendale	91206	LA
sh	sh13	5	m	2	3	no	E California & N Chevy Chase	10/5/13	14:23:00		i08	4-way	Glendale	91206	LA
sh	sh14	5	f	3	4	no	E California & N Chevy Chase	10/5/13	14:24:00		i08	4-way	Glendale	91206	LA
sh	sh15	4	f	2	3	no	E California & N Chevy Chase	10/5/13	14:26:00		i08	4-way	Glendale	91206	LA
sh	sh16	4	f	3	4	no	E California & N Chevy Chase	10/5/13	14:26:00		i08	4-way	Glendale	91206	LA
sh	sh17	4	m	3	4	no	E California & N Chevy Chase	10/5/13	14:27:00		i08	4-way	Glendale	91206	LA
sh	sh18	3	m	2	3	yes	E California & N Chevy Chase	10/5/13	14:30:00		i08	4-way	Glendale	91206	LA
sh	sh19	3	f	2	4	yes	E California & N Chevy Chase	10/5/13	14:32:00		i08	4-way	Glendale	91206	LA
sh	sh20	3	m	2	3	yes	E California & N Chevy Chase	10/5/13	14:33:00		i08	4-way	Glendale	91206	LA
sh	sh21	3	m	1	3	yes	E California & N Chevy Chase	10/5/13	14:35:00		i08	4-way	Glendale	91206	LA
sh	sh22	1	m	3	2	no	E California & N Chevy Chase	10/5/13	14:39:00		i08	4-way	Glendale	91206	LA
sh	sh23	4	m	1	2	yes	E California & N Chevy Chase	10/5/13	14:40:00		i08	4-way	Glendale	91206	LA
sh	sh24	1	m	2	2	yes	E California & N Chevy Chase	10/5/13	14:40:00		i08	4-way	Glendale	91206	LA
sh	sh25	2	m	3	2	yes	E California & N Chevy Chase	10/5/13	14:41:00		i08	4-way	Glendale	91206	LA
sh	sh26	2	f	2	3	yes	E California & N Chevy Chase	10/5/13	14:43:00		i08	4-way	Glendale	91206	LA
sh	sh27	2	f	2	5	yes	E California & N Chevy Chase	10/5/13	14:45:00		i08	4-way	Glendale	91206	LA
sh	sh28	1	m	2	2	no	E California & N Chevy Chase	10/5/13	14:46:00		i08	4-way	Glendale	91206	LA
sh	sh29	1	m	2	1	no	E California & N Chevy Chase	10/5/13	14:48:00		i08	4-way	Glendale	91206	LA
sh	sh30	1	m	2	3	no	E California & N Chevy Chase	10/5/13	14:48:00		i08	4-way	Glendale	91206	LA
sh	sh31	5	f	1	4	no	E California & N Chevy Chase	10/5/13	14:49:00		i08	4-way	Glendale	91206	LA
sl	SL1	5	m	1	3	yes	Gilman Dr. and Voigt Dr.	10/11/13	10:07:00		i19	4-way	San Diego	92093	SD
sl	SL10	2	m	1	2	no	Gilman Dr. and Voigt Dr.	10/11/13	10:25:00		i19	4-way	San Diego	92093	SD
sl	SL11	3	m	1	3	yes	North Point Driveway & Hopkins Drive	10/11/13	12:13:00		i28	4-way	San Diego	92093	SD
sl	SL12	4	w	1	4	no	North Point Driveway & Hopkins Drive	10/11/13	12:18:00		i28	4-way	San Diego	92093	SD
sl	SL13	3	m	2	5	yes	North Point Driveway & Hopkins Drive	10/11/13	12:19:00		i28	4-way	San Diego	92093	SD
sl	SL14	2	w	1	5	no	North Point Driveway & Hopkins Drive	10/11/13	12:19:00		i28	4-way	San Diego	92093	SD
sl	SL15	2	m	2	3	yes	North Point Driveway & Hopkins Drive	10/11/13	12:19:00		i28	4-way	San Diego	92093	SD
sl	SL16	4	w	1	2	no	North Point Driveway & Hopkins Drive	10/11/13	12:21:00		i28	4-way	San Diego	92093	SD
sl	SL17	5	w	1	2	yes	North Point Driveway & Hopkins Drive	10/11/13	12:21:00		i28	4-way	San Diego	92093	SD
sl	SL18	4	m	2	2	no	North Point Driveway & Hopkins Drive	10/11/13	12:21:00		i28	4-way	San Diego	92093	SD
sl	SL19	5	m	2	2	yes	North Point Driveway & Hopkins Drive	10/11/13	12:22:00		i28	4-way	San Diego	92093	SD
sl	SL2	2	m	1	3	yes	Gilman Dr. and Voigt Dr.	10/11/13	10:15:00		i19	4-way	San Diego	92093	SD
sl	SL20	2	w	1	3	yes	North Point Driveway & Hopkins Drive	10/11/13	12:23:00		i28	4-way	San Diego	92093	SD
sl	SL21	1	m	1	4	no	North Point Driveway & Hopkins Drive	10/11/13	12:23:00		i28	4-way	San Diego	92093	SD
sl	SL22	5	w	1	3	no	North Point Driveway & Hopkins Drive	10/11/13	12:24:00		i28	4-way	San Diego	92093	SD
sl	SL23	2	w	1	3	no	North Point Driveway & Hopkins Drive	10/11/13	12:26:00		i28	4-way	San Diego	92093	SD
sl	SL24	2	w	1	5	yes	North Point Driveway & Hopkins Drive	10/11/13	12:26:00		i28	4-way	San Diego	92093	SD
sl	SL3	5	w	2	3	yes	Gilman Dr. and Voigt Dr.	10/11/13	10:17:00		i19	4-way	San Diego	92093	SD
sl	SL4	5	m	3	3	yes	Gilman Dr. and Voigt Dr.	10/11/13	10:17:00		i19	4-way	San Diego	92093	SD
sl	SL5	4	m	2	2	yes	Gilman Dr. and Voigt Dr.	10/11/13	10:18:00		i19	4-way	San Diego	92093	SD
sl	SL6	2	m	2	2	yes	Gilman Dr. and Voigt Dr.	10/11/13	10:18:00		i19	4-way	San Diego	92093	SD
sl	SL7	3	w	3	4	no	Gilman Dr. and Voigt Dr.	10/11/13	10:22:00		i19	4-way	San Diego	92093	SD
sl	SL8	2	w	1	3	yes	Gilman Dr. and Voigt Dr.	10/11/13	10:24:00		i19	4-way	San Diego	92093	SD
sl	SL9	4	w	3	3	no	Gilman Dr. and Voigt Dr.	10/11/13	10:24:00		i19	4-way	San Diego	92093	SD
smg	SMG 01	4	M	2	5	N	UTC Mall Entrance on Executive Way	10/11/13	14:30:00		i42	4-way	San Diego	92122	SD
smg	SMG 02	3	F	1	4	N	UTC Mall Entrance on Executive Way	10/11/13	14:32:00		i42	4-way	San Diego	92122	SD
smg	SMG 03	5	F	1	2	Y	UTC Mall Entrance on Executive Way	10/11/13	14:34:00		i42	4-way	San Diego	92122	SD
smg	SMG 04	3	F	2	4	Y	UTC Mall Entrance on Executive Way	10/11/13	14:35:00		i42	4-way	San Diego	92122	SD
smg	SMG 05	2	F	2	3	Y	UTC Mall Entrance on Executive Way	10/11/13	14:36:00		i42	4-way	San Diego	92122	SD
smg	SMG 06	5	F	3	3	Y	UTC Mall Entrance on Executive Way	10/11/13	14:37:00		i42	4-way	San Diego	92122	SD
smg	SMG 07	1	M	3	6	N	UTC Mall Entrance on Executive Way	10/11/13	14:38:00		i42	4-way	San Diego	92122	SD
smg	SMG 08	2	M	1	5	Y	UTC Mall Entrance on Executive Way	10/11/13	14:39:00		i42	4-way	San Diego	92122	SD
smg	SMG 09	4	F	1	5	N	UTC Mall Entrance on Executive Way	10/11/13	14:40:00		i42	4-way	San Diego	92122	SD
smg	SMG 10	1	M	2	3	N	UTC Mall Entrance on Executive Way	10/11/13	14:41:00		i42	4-way	San Diego	92122	SD
